payment_id,order_id,payment_ts,payment_method,payment_status,amount,currency
PAY0002519,ORD0002519,2026-04-13T18:51:58Z,bank_transfer,success,2789.64,SGD
PAY0002520,ORD0002520,2026-05-09T13:54:14Z,bank_transfer,success,15482.01,SGD
PAY0002521,ORD0002521,2026-01-29T08:52:28Z,paypal,success,3138.24,SGD
PAY0002522,ORD0002522,2026-03-07T23:26:07Z,bank_transfer,failed,7892.51,SGD
PAY0002523,ORD0002523,2026-03-07T00:41:30Z,card,success,5692.32,SGD
PAY0002524,ORD0002524,2026-01-29T15:49:34Z,bank_transfer,refunded,12219.11,SGD
PAY0002525,ORD0002525,2026-02-28T08:22:58Z,wallet,success,6811.66,SGD
PAY0002526,ORD0002526,2026-01-17T04:50:09Z,bank_transfer,refunded,10490.69,SGD
PAY0002527,ORD0002527,2026-05-02T19:54:18Z,card,success,16943.32,SGD
PAY0002528,ORD0002528,2026-03-24T17:08:25Z,bank_transfer,success,11136.83,SGD
PAY0002529,ORD0002529,2026-04-25T21:42:15Z,bank_transfer,success,6501.15,SGD
PAY0002530,ORD0002530,2026-02-24T07:50:42Z,paypal,success,16466.58,SGD
PAY0002531,ORD0002531,2026-05-21T00:45:52Z,bank_transfer,refunded,3957.21,SGD
PAY0002532,ORD0002532,2026-01-15T08:05:07Z,wallet,failed,4155.98,SGD
PAY0002533,ORD0002533,2026-03-12T07:06:05Z,wallet,success,4843.88,SGD
PAY0002534,ORD0002534,2026-02-11T19:53:08Z,wallet,success,3512.24,SGD
PAY0002535,ORD0002535,2026-05-22T20:27:46Z,paypal,refunded,13600.74,SGD
PAY0002536,ORD0002536,2026-03-06T11:48:03Z,wallet,success,8092.34,SGD
PAY0002537,ORD0002537,2026-01-31T20:39:45Z,bank_transfer,failed,2811.12,SGD
PAY0002538,ORD0002538,2026-03-14T13:51:48Z,wallet,success,3344.76,SGD
PAY0002539,ORD0002539,2026-05-22T08:05:48Z,bank_transfer,success,13980.94,SGD
PAY0002540,ORD0002540,2026-02-22T05:33:09Z,card,refunded,5231.04,SGD
PAY0002541,ORD0002541,2026-04-03T18:45:54Z,bank_transfer,success,9914.7,SGD
PAY0002542,ORD0002542,2026-04-15T09:38:38Z,card,pending,14842.55,SGD
PAY0002543,ORD0002543,2026-03-28T04:07:04Z,paypal,success,6871.5,SGD
PAY0002544,ORD0002544,2026-02-19T23:06:28Z,wallet,success,1930.86,SGD
PAY0002545,ORD0002545,2026-03-11T15:05:18Z,wallet,success,5355.41,SGD
PAY0002546,ORD0002546,2026-01-10T17:36:47Z,bank_transfer,failed,4695.21,SGD
PAY0002547,ORD0002547,2026-02-07T07:13:10Z,paypal,success,6025.86,SGD
PAY0002548,ORD0002548,2026-05-05T04:39:37Z,wallet,success,7493.39,SGD
PAY0002549,ORD0002549,2026-05-09T17:39:29Z,paypal,pending,7406.51,SGD
PAY0002550,ORD0002550,2026-05-08T04:38:13Z,bank_transfer,refunded,2680.11,SGD
PAY0002551,ORD0002551,2026-01-02T15:21:47Z,wallet,success,2438.28,SGD
PAY0002552,ORD0002552,2026-02-12T15:21:22Z,bank_transfer,failed,3100.46,SGD
PAY0002553,ORD0002553,2026-03-09T05:19:23Z,bank_transfer,success,5667.44,SGD
PAY0002554,ORD0002554,2026-04-30T10:54:38Z,bank_transfer,refunded,6526.7,SGD
PAY0002555,ORD0002555,2026-02-10T01:08:32Z,wallet,failed,6181.87,SGD
PAY0002556,ORD0002556,2026-03-28T08:42:31Z,card,pending,1331.91,SGD
PAY0002557,ORD0002557,2026-03-11T10:13:58Z,wallet,success,6407.67,SGD
PAY0002558,ORD0002558,2026-03-04T05:13:38Z,bank_transfer,success,3963.48,SGD
PAY0002559,ORD0002559,2026-04-28T23:47:33Z,paypal,success,10419.8,SGD
PAY0002560,ORD0002560,2026-04-04T07:50:52Z,bank_transfer,success,5443.47,SGD
PAY0002561,ORD0002561,2026-04-09T02:09:33Z,card,success,10380.24,SGD
PAY0002562,ORD0002562,2026-03-01T15:47:47Z,wallet,success,3710.13,SGD
PAY0002563,ORD0002563,2026-04-16T03:44:43Z,paypal,refunded,26232.83,SGD
PAY0002564,ORD0002564,2026-03-10T03:12:17Z,paypal,success,4686.03,SGD
PAY0002565,ORD0002565,2026-05-18T13:42:42Z,wallet,failed,15286.97,SGD
PAY0002566,ORD0002566,2026-03-21T19:00:43Z,paypal,success,4418.24,SGD
PAY0002567,ORD0002567,2026-03-20T16:13:31Z,card,refunded,3020.3,SGD
PAY0002568,ORD0002568,2026-01-25T08:29:33Z,wallet,success,142.72,SGD
PAY0002569,ORD0002569,2026-03-30T09:36:26Z,card,success,7880.2,SGD
PAY0002570,ORD0002570,2026-02-03T15:42:59Z,bank_transfer,success,2643.78,SGD
PAY0002571,ORD0002571,2026-05-23T01:32:24Z,paypal,pending,15808.47,SGD
PAY0002572,ORD0002572,2026-02-16T04:49:08Z,bank_transfer,success,12521.13,SGD
PAY0002573,ORD0002573,2026-04-05T18:07:31Z,bank_transfer,success,15600.41,SGD
PAY0002574,ORD0002574,2026-02-02T13:40:44Z,paypal,success,11811.0,SGD
PAY0002575,ORD0002575,2026-01-04T13:46:04Z,wallet,failed,2113.62,SGD
PAY0002576,ORD0002576,2026-05-20T02:38:49Z,paypal,success,9148.5,SGD
PAY0002577,ORD0002577,2026-02-26T12:53:29Z,card,success,4754.38,SGD
PAY0002578,ORD0002578,2026-03-20T04:54:20Z,paypal,success,913.45,SGD
PAY0002579,ORD0002579,2026-01-04T19:51:16Z,card,success,5603.73,SGD
PAY0002580,ORD0002580,2026-04-22T07:03:30Z,paypal,success,13364.73,SGD
PAY0002581,ORD0002581,2026-05-13T01:38:57Z,wallet,success,14169.23,SGD
PAY0002582,ORD0002582,2026-03-20T02:18:36Z,bank_transfer,success,9161.94,SGD
PAY0002583,ORD0002583,2026-05-11T21:37:01Z,wallet,success,18681.48,SGD
PAY0002584,ORD0002584,2026-02-11T12:26:36Z,paypal,success,7981.15,SGD
PAY0002585,ORD0002585,2026-04-01T21:34:59Z,wallet,success,8973.9,SGD
PAY0002586,ORD0002586,2026-05-11T15:09:51Z,bank_transfer,success,6144.73,SGD
PAY0002587,ORD0002587,2026-05-15T21:44:25Z,paypal,pending,18271.92,SGD
PAY0002588,ORD0002588,2026-05-03T03:33:28Z,wallet,success,5908.14,SGD
PAY0002589,ORD0002589,2026-05-10T23:46:34Z,paypal,success,4464.91,SGD
PAY0002590,ORD0002590,2026-04-09T09:16:00Z,bank_transfer,pending,9547.31,SGD
PAY0002591,ORD0002591,2026-02-21T06:55:57Z,wallet,refunded,1483.82,SGD
PAY0002592,ORD0002592,2026-05-05T16:12:22Z,paypal,success,20358.25,SGD
PAY0002593,ORD0002593,2026-02-11T18:43:05Z,wallet,failed,6436.86,SGD
PAY0002594,ORD0002594,2026-02-11T13:18:58Z,paypal,pending,6100.76,SGD
PAY0002595,ORD0002595,2026-04-26T04:17:08Z,card,success,14074.86,SGD
PAY0002596,ORD0002596,2026-05-11T07:34:17Z,wallet,success,2720.92,SGD
PAY0002597,ORD0002597,2026-03-04T21:18:11Z,wallet,success,2129.23,SGD
PAY0002598,ORD0002598,2026-02-10T06:31:50Z,card,success,2490.38,SGD
PAY0002599,ORD0002599,2026-02-26T13:51:49Z,wallet,success,12325.03,SGD
PAY0002600,ORD0002600,2026-04-01T09:05:24Z,card,refunded,4797.34,SGD
PAY0002601,ORD0002601,2026-01-13T18:29:34Z,paypal,success,13976.98,SGD
PAY0002602,ORD0002602,2026-01-10T13:57:28Z,card,success,8622.44,SGD
PAY0002603,ORD0002603,2026-02-27T19:07:31Z,card,failed,9345.22,SGD
PAY0002604,ORD0002604,2026-01-08T04:45:20Z,wallet,success,1473.22,SGD
PAY0002605,ORD0002605,2026-04-21T12:38:41Z,bank_transfer,success,6130.65,SGD
PAY0002606,ORD0002606,2026-04-26T18:30:51Z,paypal,failed,2389.29,SGD
PAY0002607,ORD0002607,2026-04-22T11:31:10Z,paypal,success,8797.16,SGD
PAY0002608,ORD0002608,2026-02-23T21:05:52Z,bank_transfer,success,2131.18,SGD
PAY0002609,ORD0002609,2026-03-19T07:43:21Z,wallet,success,3069.29,SGD
PAY0002610,ORD0002610,2026-01-23T00:47:54Z,wallet,success,19118.52,SGD
PAY0002611,ORD0002611,2026-03-13T12:09:15Z,card,failed,4867.0,SGD
PAY0002612,ORD0002612,2026-03-21T07:07:59Z,card,success,6617.24,SGD
PAY0002613,ORD0002613,2026-01-06T02:39:39Z,card,success,2374.02,SGD
PAY0002614,ORD0002614,2026-04-16T11:07:07Z,paypal,success,5005.04,SGD
PAY0002615,ORD0002615,2026-04-23T07:36:15Z,wallet,success,6714.12,SGD
PAY0002616,ORD0002616,2026-04-05T10:15:33Z,paypal,success,2220.83,SGD
PAY0002617,ORD0002617,2026-01-12T02:39:51Z,wallet,failed,6743.92,SGD
PAY0002618,ORD0002618,2026-04-16T00:57:23Z,paypal,success,13471.26,SGD
PAY0002619,ORD0002619,2026-04-01T07:26:12Z,paypal,pending,13145.93,SGD
PAY0002620,ORD0002620,2026-05-04T08:53:07Z,bank_transfer,refunded,5780.78,SGD
PAY0002621,ORD0002621,2026-02-21T08:25:44Z,bank_transfer,failed,10079.62,SGD
PAY0002622,ORD0002622,2026-04-16T10:37:30Z,card,success,12705.05,SGD
PAY0002623,ORD0002623,2026-03-08T06:25:59Z,bank_transfer,success,7034.85,SGD
PAY0002624,ORD0002624,2026-04-23T14:50:51Z,bank_transfer,refunded,4330.24,SGD
PAY0002625,ORD0002625,2026-03-01T14:44:06Z,card,success,9415.6,SGD
PAY0002626,ORD0002626,2026-02-02T09:29:14Z,wallet,success,9826.06,SGD
PAY0002627,ORD0002627,2026-05-14T02:10:29Z,paypal,success,23377.77,SGD
PAY0002628,ORD0002628,2026-02-12T11:57:31Z,wallet,success,6488.19,SGD
PAY0002629,ORD0002629,2026-03-27T14:47:40Z,wallet,pending,9051.31,SGD
PAY0002630,ORD0002630,2026-03-15T01:55:42Z,card,success,9314.59,SGD
PAY0002631,ORD0002631,2026-02-16T07:01:05Z,wallet,success,7400.13,SGD
PAY0002632,ORD0002632,2026-05-09T07:27:59Z,paypal,success,6144.91,SGD
PAY0002633,ORD0002633,2026-01-28T20:08:58Z,wallet,success,14803.72,SGD
PAY0002634,ORD0002634,2026-02-14T01:31:23Z,card,success,4970.97,SGD
PAY0002635,ORD0002635,2026-03-08T06:52:05Z,wallet,success,10502.4,SGD
PAY0002636,ORD0002636,2026-03-16T08:30:59Z,paypal,success,9884.97,SGD
PAY0002637,ORD0002637,2026-01-21T18:09:58Z,wallet,success,11419.78,SGD
PAY0002638,ORD0002638,2026-02-18T02:16:44Z,bank_transfer,success,12540.31,SGD
PAY0002639,ORD0002639,2026-04-13T23:13:14Z,bank_transfer,success,5097.7,SGD
PAY0002640,ORD0002640,2026-01-24T19:23:39Z,paypal,success,858.66,SGD
PAY0002641,ORD0002641,2026-05-20T07:32:36Z,paypal,success,17118.59,SGD
PAY0002642,ORD0002642,2026-04-11T20:52:15Z,card,pending,4605.46,SGD
PAY0002643,ORD0002643,2026-03-21T09:33:31Z,paypal,success,9300.07,SGD
PAY0002644,ORD0002644,2026-04-19T04:23:48Z,paypal,refunded,1403.9,SGD
PAY0002645,ORD0002645,2026-01-09T01:02:59Z,bank_transfer,success,11390.39,SGD
PAY0002646,ORD0002646,2026-05-21T11:34:46Z,bank_transfer,success,3255.27,SGD
PAY0002647,ORD0002647,2026-05-16T05:14:56Z,card,success,584.24,SGD
PAY0002648,ORD0002648,2026-05-07T08:06:35Z,bank_transfer,failed,1716.03,SGD
PAY0002649,ORD0002649,2026-05-13T03:48:26Z,card,pending,8208.38,SGD
PAY0002650,ORD0002650,2026-05-23T17:47:22Z,wallet,refunded,9058.99,SGD
PAY0002651,ORD0002651,2026-02-16T06:16:48Z,bank_transfer,failed,11127.74,SGD
PAY0002652,ORD0002652,2026-01-27T03:16:54Z,card,success,13750.73,SGD
PAY0002653,ORD0002653,2026-01-19T14:00:44Z,bank_transfer,success,878.71,SGD
PAY0002654,ORD0002654,2026-04-04T20:45:53Z,paypal,failed,706.8,SGD
PAY0002655,ORD0002655,2026-01-24T03:34:00Z,wallet,success,8541.45,SGD
PAY0002656,ORD0002656,2026-01-30T01:31:45Z,paypal,success,6587.24,SGD
PAY0002657,ORD0002657,2026-04-15T01:16:59Z,wallet,success,4218.29,SGD
PAY0002658,ORD0002658,2026-04-27T20:16:19Z,wallet,success,1127.02,SGD
PAY0002659,ORD0002659,2026-05-16T04:59:13Z,paypal,success,7498.41,SGD
PAY0002660,ORD0002660,2026-03-09T04:33:14Z,card,success,6690.75,SGD
PAY0002661,ORD0002661,2026-02-28T09:26:06Z,wallet,failed,13033.43,SGD
PAY0002662,ORD0002662,2026-02-07T04:32:47Z,paypal,success,12847.44,SGD
PAY0002663,ORD0002663,2026-03-15T03:30:45Z,card,success,5037.95,SGD
PAY0002664,ORD0002664,2026-01-31T11:47:10Z,bank_transfer,success,10026.22,SGD
PAY0002665,ORD0002665,2026-01-10T19:57:54Z,paypal,success,878.71,SGD
PAY0002666,ORD0002666,2026-01-13T19:49:21Z,paypal,pending,4705.68,SGD
PAY0002667,ORD0002667,2026-05-15T22:38:39Z,card,success,1634.39,SGD
PAY0002668,ORD0002668,2026-03-22T04:44:54Z,paypal,refunded,7387.58,SGD
PAY0002669,ORD0002669,2026-01-20T12:35:33Z,wallet,success,3917.34,SGD
PAY0002670,ORD0002670,2026-02-05T09:53:56Z,bank_transfer,failed,12687.78,SGD
PAY0002671,ORD0002671,2026-01-03T06:44:45Z,paypal,failed,2953.16,SGD
PAY0002672,ORD0002672,2026-03-06T02:39:15Z,card,failed,14463.93,SGD
PAY0002673,ORD0002673,2026-03-23T01:39:19Z,card,success,3286.52,SGD
PAY0002674,ORD0002674,2026-02-01T19:41:07Z,wallet,refunded,5100.31,SGD
PAY0002675,ORD0002675,2026-04-28T13:49:06Z,card,refunded,868.47,SGD
PAY0002676,ORD0002676,2026-02-28T10:42:45Z,wallet,pending,9023.96,SGD
PAY0002677,ORD0002677,2026-02-20T12:13:28Z,wallet,success,355.8,SGD
PAY0002678,ORD0002678,2026-03-19T18:51:33Z,wallet,success,11523.63,SGD
PAY0002679,ORD0002679,2026-02-21T23:27:25Z,bank_transfer,failed,6262.3,SGD
PAY0002680,ORD0002680,2026-01-04T17:51:37Z,paypal,success,14014.02,SGD
PAY0002681,ORD0002681,2026-04-10T17:30:36Z,card,success,11824.15,SGD
PAY0002682,ORD0002682,2026-02-23T21:08:18Z,wallet,success,2280.4,SGD
PAY0002683,ORD0002683,2026-03-02T06:51:31Z,paypal,success,2613.86,SGD
PAY0002684,ORD0002684,2026-05-19T18:34:52Z,card,success,2450.56,SGD
PAY0002685,ORD0002685,2026-01-10T10:05:04Z,wallet,success,4315.15,SGD
PAY0002686,ORD0002686,2026-03-11T07:19:09Z,wallet,success,6201.5,SGD
PAY0002687,ORD0002687,2026-03-08T05:03:27Z,paypal,pending,5413.63,SGD
PAY0002688,ORD0002688,2026-03-04T07:21:56Z,bank_transfer,failed,14147.19,SGD
PAY0002689,ORD0002689,2026-02-13T08:55:06Z,card,pending,4938.98,SGD
PAY0002690,ORD0002690,2026-05-15T09:00:02Z,card,success,4197.77,SGD
PAY0002691,ORD0002691,2026-03-21T13:21:45Z,wallet,success,2044.22,SGD
PAY0002692,ORD0002692,2026-01-15T11:15:06Z,card,failed,5544.03,SGD
PAY0002693,ORD0002693,2026-01-09T02:44:10Z,card,success,8950.62,SGD
PAY0002694,ORD0002694,2026-05-07T15:19:03Z,card,failed,13042.11,SGD
PAY0002695,ORD0002695,2026-04-26T03:57:51Z,paypal,success,654.49,SGD
PAY0002696,ORD0002696,2026-01-19T16:03:40Z,wallet,success,6739.02,SGD
PAY0002697,ORD0002697,2026-04-26T07:50:35Z,bank_transfer,success,3521.92,SGD
PAY0002698,ORD0002698,2026-02-17T05:07:08Z,card,refunded,18753.77,SGD
PAY0002699,ORD0002699,2026-03-23T16:51:16Z,card,refunded,3020.22,SGD
PAY0002700,ORD0002700,2026-03-19T18:56:44Z,bank_transfer,success,10096.18,SGD
PAY0002701,ORD0002701,2026-01-01T09:37:03Z,card,success,11309.63,SGD
PAY0002702,ORD0002702,2026-04-01T14:10:48Z,wallet,success,2492.16,SGD
PAY0002703,ORD0002703,2026-03-19T19:23:49Z,card,success,13936.67,SGD
PAY0002704,ORD0002704,2026-04-29T01:11:27Z,card,pending,3438.25,SGD
PAY0002705,ORD0002705,2026-01-07T20:59:47Z,wallet,refunded,11876.93,SGD
PAY0002706,ORD0002706,2026-01-20T16:09:00Z,wallet,success,18461.45,SGD
PAY0002707,ORD0002707,2026-02-18T08:19:43Z,card,success,14765.69,SGD
PAY0002708,ORD0002708,2026-03-06T09:03:37Z,paypal,pending,10095.7,SGD
PAY0002709,ORD0002709,2026-05-12T12:30:50Z,paypal,success,159.62,SGD
PAY0002710,ORD0002710,2026-04-25T22:40:58Z,card,success,10399.51,SGD
PAY0002711,ORD0002711,2026-05-10T02:09:44Z,paypal,success,4247.62,SGD
PAY0002712,ORD0002712,2026-02-27T11:10:09Z,bank_transfer,failed,3440.88,SGD
PAY0002713,ORD0002713,2026-04-07T07:39:47Z,paypal,success,5200.78,SGD
PAY0002714,ORD0002714,2026-02-24T18:49:26Z,wallet,success,13668.94,SGD
PAY0002715,ORD0002715,2026-02-13T22:19:17Z,paypal,success,11711.54,SGD
PAY0002716,ORD0002716,2026-03-17T06:18:55Z,card,success,8761.39,SGD
PAY0002717,ORD0002717,2026-03-05T15:14:29Z,paypal,refunded,4184.96,SGD
PAY0002718,ORD0002718,2026-03-14T08:08:07Z,paypal,failed,12845.6,SGD
PAY0002719,ORD0002719,2026-02-21T00:09:49Z,card,success,16815.98,SGD
PAY0002720,ORD0002720,2026-02-04T22:59:45Z,card,success,6321.04,SGD
PAY0002721,ORD0002721,2026-02-07T15:32:42Z,card,success,1848.44,SGD
PAY0002722,ORD0002722,2026-04-18T04:15:00Z,bank_transfer,success,6878.27,SGD
PAY0002723,ORD0002723,2026-04-15T06:44:42Z,wallet,success,5382.91,SGD
PAY0002724,ORD0002724,2026-01-15T07:47:34Z,paypal,success,10185.99,SGD
PAY0002725,ORD0002725,2026-04-22T10:45:00Z,bank_transfer,success,1106.19,SGD
PAY0002726,ORD0002726,2026-01-19T00:21:02Z,bank_transfer,pending,16936.18,SGD
PAY0002727,ORD0002727,2026-03-01T00:36:18Z,paypal,pending,6297.93,SGD
PAY0002728,ORD0002728,2026-01-19T03:06:46Z,card,success,2230.25,SGD
PAY0002729,ORD0002729,2026-01-02T22:11:24Z,bank_transfer,success,404.19,SGD
PAY0002730,ORD0002730,2026-01-23T13:01:22Z,card,failed,10607.09,SGD
PAY0002731,ORD0002731,2026-03-17T02:13:01Z,paypal,refunded,689.4,SGD
PAY0002732,ORD0002732,2026-02-11T08:51:40Z,paypal,success,2490.38,SGD
PAY0002733,ORD0002733,2026-03-17T17:30:08Z,paypal,success,2298.98,SGD
PAY0002734,ORD0002734,2026-02-22T05:35:01Z,card,success,9090.09,SGD
PAY0002735,ORD0002735,2026-04-28T08:30:44Z,bank_transfer,success,2125.02,SGD
PAY0002736,ORD0002736,2026-02-06T03:27:37Z,card,success,4165.36,SGD
PAY0002737,ORD0002737,2026-02-15T09:39:13Z,card,success,8417.6,SGD
PAY0002738,ORD0002738,2026-03-06T14:18:15Z,card,success,10297.82,SGD
PAY0002739,ORD0002739,2026-02-26T10:42:42Z,paypal,success,12434.72,SGD
PAY0002740,ORD0002740,2026-02-19T01:08:21Z,card,failed,563.51,SGD
PAY0002741,ORD0002741,2026-01-21T18:05:10Z,bank_transfer,success,-469.02,SGD
PAY0002742,ORD0002742,2026-04-05T11:42:35Z,wallet,success,6023.01,SGD
PAY0002743,ORD0002743,2026-01-15T08:31:34Z,wallet,success,1591.8,SGD
PAY0002744,ORD0002744,2026-02-24T01:14:22Z,bank_transfer,refunded,1694.46,SGD
PAY0002745,ORD0002745,2026-03-11T06:38:48Z,paypal,success,22443.25,SGD
PAY0002746,ORD0002746,2026-03-08T12:21:02Z,bank_transfer,success,6175.04,SGD
PAY0002747,ORD0002747,2026-02-11T00:55:17Z,bank_transfer,failed,2095.28,SGD
PAY0002748,ORD0002748,2026-05-02T17:33:15Z,card,refunded,9709.24,SGD
PAY0002749,ORD0002749,2026-01-21T05:19:58Z,bank_transfer,success,10810.36,SGD
PAY0002750,ORD0002750,2026-04-07T05:45:41Z,bank_transfer,refunded,12052.14,SGD
PAY0002751,ORD0002751,2026-03-06T00:10:18Z,paypal,failed,7003.31,SGD
PAY0002752,ORD0002752,2026-01-18T23:06:44Z,wallet,success,632.0,SGD
PAY0002753,ORD0002753,2026-04-04T14:04:31Z,card,failed,15237.04,SGD
PAY0002754,ORD0002754,2026-03-04T01:01:06Z,paypal,success,13020.33,SGD
PAY0002755,ORD0002755,2026-03-14T01:13:33Z,bank_transfer,success,19963.49,SGD
PAY0002756,ORD0002756,2026-05-03T01:52:10Z,paypal,success,5053.47,SGD
PAY0002757,ORD0002757,2026-05-16T03:40:42Z,bank_transfer,success,15693.97,SGD
PAY0002758,ORD0002758,2026-01-11T10:51:31Z,paypal,success,1814.49,SGD
PAY0002759,ORD0002759,2026-01-11T19:08:08Z,paypal,success,5608.63,SGD
PAY0002760,ORD0002760,2026-02-19T01:09:08Z,card,failed,14108.58,SGD
PAY0002761,ORD0002761,2026-02-07T13:50:28Z,bank_transfer,success,7115.08,SGD
PAY0002762,ORD0002762,2026-01-25T20:38:19Z,card,success,4523.39,SGD
PAY0002763,ORD0002763,2026-05-12T09:06:31Z,paypal,success,7295.8,SGD
PAY0002764,ORD0002764,2026-01-27T23:06:12Z,card,success,7287.9,SGD
PAY0002765,ORD0002765,2026-03-21T18:19:03Z,card,success,56.43,SGD
PAY0002766,ORD0002766,2026-04-04T10:01:17Z,wallet,failed,3843.66,SGD
PAY0002767,ORD0002767,2026-01-06T16:27:34Z,paypal,success,7008.86,SGD
PAY0002768,ORD0002768,2026-04-09T11:07:35Z,card,success,5793.33,SGD
PAY0002769,ORD0002769,2026-02-17T09:47:30Z,wallet,success,6311.94,SGD
PAY0002770,ORD0002770,2026-02-04T21:58:31Z,wallet,success,8941.94,SGD
PAY0002771,ORD0002771,2026-03-15T23:21:06Z,wallet,success,5906.57,SGD
PAY0002772,ORD0002772,2026-02-02T03:53:37Z,wallet,success,11790.7,SGD
PAY0002773,ORD0002773,2026-02-18T06:27:13Z,paypal,success,9988.47,SGD
PAY0002774,ORD0002774,2026-01-10T01:33:24Z,card,failed,6314.77,SGD
PAY0002775,ORD0002775,2026-03-06T21:30:25Z,paypal,success,9731.77,SGD
PAY0002776,ORD0002776,2026-04-04T13:11:02Z,bank_transfer,success,9934.8,SGD
PAY0002777,ORD0002777,2026-03-17T19:38:24Z,card,success,14255.84,SGD
PAY0002778,ORD0002778,2026-03-04T22:48:12Z,bank_transfer,failed,5126.43,SGD
PAY0002779,ORD0002779,2026-02-14T04:33:38Z,paypal,failed,11196.94,SGD
PAY0002780,ORD0002780,2026-05-20T18:59:55Z,wallet,success,3206.92,SGD
PAY0002781,ORD0002781,2026-03-30T14:22:42Z,bank_transfer,success,3451.09,SGD
PAY0002782,ORD0002782,2026-05-07T19:45:08Z,card,failed,8803.91,SGD
PAY0002783,ORD0002783,2026-01-09T09:57:49Z,paypal,success,13142.6,SGD
PAY0002784,ORD0002784,2026-04-01T14:52:27Z,wallet,success,499.73,SGD
PAY0002785,ORD0002785,2026-02-03T08:48:55Z,card,pending,13690.69,SGD
PAY0002786,ORD0002786,2026-01-02T08:12:52Z,paypal,success,12345.19,SGD
PAY0002787,ORD0002787,2026-04-30T02:41:21Z,bank_transfer,failed,10777.41,SGD
PAY0002788,ORD0002788,2026-03-06T11:42:39Z,paypal,success,1692.04,SGD
PAY0002789,ORD0002789,2026-01-23T08:29:57Z,bank_transfer,refunded,7978.11,SGD
PAY0002790,ORD0002790,2026-05-15T01:26:49Z,paypal,success,3640.2,SGD
PAY0002791,ORD0002791,2026-01-26T02:41:33Z,bank_transfer,success,-7353.54,SGD
PAY0002792,ORD0002792,2026-02-22T18:27:27Z,card,failed,2607.98,SGD
PAY0002793,ORD0002793,2026-01-23T07:30:16Z,paypal,failed,7982.06,SGD
PAY0002794,ORD0002794,2026-03-16T21:40:33Z,paypal,failed,5715.14,SGD
PAY0002795,ORD0002795,2026-01-04T17:34:36Z,bank_transfer,success,2229.84,SGD
PAY0002796,ORD0002796,2026-01-07T00:25:06Z,wallet,success,14356.16,SGD
PAY0002797,ORD0002797,2026-01-28T18:31:10Z,bank_transfer,success,8633.48,SGD
PAY0002798,ORD0002798,2026-01-04T13:58:27Z,bank_transfer,success,12908.83,SGD
PAY0002799,ORD0002799,2026-03-06T09:38:48Z,paypal,success,2161.25,SGD
PAY0002800,ORD0002800,2026-04-08T17:27:55Z,wallet,refunded,3607.26,SGD
PAY0002801,ORD0002801,2026-02-22T16:00:48Z,paypal,refunded,5929.35,SGD
PAY0002802,ORD0002802,2026-03-08T00:19:24Z,bank_transfer,success,2276.9,SGD
PAY0002803,ORD0002803,2026-01-31T23:34:37Z,paypal,success,7609.34,SGD
PAY0002804,ORD0002804,2026-01-08T21:07:10Z,paypal,success,607.64,SGD
PAY0002805,ORD0002805,2026-02-16T05:49:23Z,bank_transfer,success,10363.24,SGD
PAY0002806,ORD0002806,2026-03-02T04:16:59Z,wallet,success,6857.53,SGD
PAY0002807,ORD0002807,2026-05-22T22:11:56Z,paypal,success,16961.93,SGD
PAY0002808,ORD0002808,2026-05-13T04:17:59Z,paypal,success,12569.3,SGD
PAY0002809,ORD0002809,2026-02-18T13:45:58Z,paypal,success,-3943.84,SGD
PAY0002810,ORD0002810,2026-04-14T01:03:26Z,paypal,success,7403.32,SGD
PAY0002811,ORD0002811,2026-05-18T18:07:13Z,paypal,failed,10488.77,SGD
PAY0002812,ORD0002812,2026-04-09T15:04:41Z,paypal,refunded,10173.1,SGD
PAY0002813,ORD0002813,2026-02-17T22:02:07Z,card,failed,8517.67,SGD
PAY0002814,ORD0002814,2026-03-18T13:11:38Z,paypal,success,8465.12,SGD
PAY0002815,ORD0002815,2026-01-29T08:02:12Z,paypal,success,13246.77,SGD
PAY0002816,ORD0002816,2026-02-20T03:34:41Z,card,success,15420.56,SGD
PAY0002817,ORD0002817,2026-02-25T07:42:44Z,paypal,failed,13421.19,SGD
PAY0002818,ORD0002818,2026-01-22T10:32:31Z,paypal,success,11882.92,SGD
PAY0002819,ORD0002819,2026-05-08T01:07:23Z,card,success,11173.21,SGD
PAY0002820,ORD0002820,2026-03-08T04:50:40Z,bank_transfer,success,21899.85,SGD
PAY0002821,ORD0002821,2026-04-09T07:46:35Z,wallet,success,16752.61,SGD
PAY0002822,ORD0002822,2026-04-03T15:35:15Z,paypal,refunded,4871.63,SGD
PAY0002823,ORD0002823,2026-05-11T03:09:19Z,paypal,success,13937.99,SGD
PAY0002824,ORD0002824,2026-04-09T16:33:14Z,wallet,success,3000.08,SGD
PAY0002825,ORD0002825,2026-01-03T17:17:56Z,wallet,success,11180.67,SGD
PAY0002826,ORD0002826,2026-01-09T09:25:38Z,paypal,success,7256.32,SGD
PAY0002827,ORD0002827,2026-01-31T19:35:55Z,bank_transfer,failed,4668.03,SGD
PAY0002828,ORD0002828,2026-05-02T00:12:42Z,card,success,7269.2,SGD
PAY0002829,ORD0002829,2026-02-22T01:34:01Z,card,success,4395.72,SGD
PAY0002830,ORD0002830,2026-03-09T00:01:31Z,card,failed,6370.16,SGD
PAY0002831,ORD0002831,2026-03-12T00:24:27Z,wallet,failed,4003.94,SGD
