ticket_id,customer_id,created_at,resolved_at,priority,issue_type,status,satisfaction_score
TICK000292,CUST00798,2026-04-01T23:08:12Z,,low,technical_support,open,
TICK000293,CUST00754,2026-05-18T04:56:20Z,2026-05-19T05:56:20Z,critical,technical_support,closed,3
TICK000294,CUST00868,2026-04-18T19:13:02Z,,high,refund_request,in_progress,
TICK000295,CUST00238,2026-03-24T20:10:58Z,,critical,account_issue,in_progress,
TICK000296,CUST00826,2026-01-13T21:12:12Z,2026-01-16T03:12:12Z,low,technical_support,closed,5
TICK000297,CUST00584,2026-04-25T02:01:10Z,2026-04-26T21:01:10Z,high,account_issue,resolved,4
TICK000298,CUST00719,2026-05-14T10:31:06Z,,critical,technical_support,in_progress,
TICK000299,CUST00042,2026-03-13T09:33:06Z,,medium,delivery_delay,in_progress,
TICK000300,CUST00179,2026-04-18T17:59:05Z,2026-04-22T20:59:05Z,medium,product_question,closed,2
TICK000301,CUST00085,2026-01-02T07:33:26Z,,critical,product_question,in_progress,
TICK000302,CUST00153,2026-04-26T02:35:23Z,2026-04-26T22:35:23Z,high,refund_request,closed,3
TICK000303,CUST00795,2026-04-22T10:31:27Z,,low,refund_request,in_progress,
TICK000304,CUST00177,2026-04-13T04:50:27Z,,medium,payment_issue,open,
TICK000305,CUST00396,2026-02-14T05:29:53Z,2026-02-15T12:29:53Z,medium,account_issue,resolved,2
TICK000306,CUST00277,2026-04-12T12:52:44Z,,high,technical_support,in_progress,
TICK000307,CUST00378,2026-01-25T14:21:31Z,2026-01-26T11:21:31Z,high,delivery_delay,resolved,2
TICK000308,CUST00756,2026-04-01T03:23:30Z,2026-04-01T10:23:30Z,high,account_issue,closed,1
TICK000309,CUST00785,2026-03-24T19:22:03Z,,low,technical_support,in_progress,
TICK000310,CUST00063,2026-03-25T19:11:44Z,2026-03-26T01:11:44Z,critical,payment_issue,resolved,4
TICK000311,CUST00252,2026-05-09T11:08:16Z,,low,delivery_delay,open,
TICK000312,CUST00294,2026-03-13T04:47:39Z,2026-03-13T12:47:39Z,high,refund_request,resolved,3
TICK000313,CUST00453,2026-04-19T06:55:23Z,2026-04-23T07:55:23Z,low,refund_request,resolved,3
TICK000314,CUST00921,2026-01-21T19:19:06Z,2026-01-23T11:19:06Z,critical,account_issue,closed,3
TICK000315,CUST00560,2026-04-08T06:17:14Z,2026-04-08T10:17:14Z,high,product_question,closed,1
TICK000316,CUST00949,2026-04-06T18:12:01Z,2026-04-08T09:12:01Z,high,payment_issue,closed,4
TICK000317,CUST00559,2026-01-11T15:50:11Z,,medium,refund_request,open,
TICK000318,CUST00972,2026-02-27T19:39:45Z,2026-03-01T20:39:45Z,low,delivery_delay,closed,5
TICK000319,CUST00584,2026-05-03T23:49:28Z,,high,payment_issue,open,
TICK000320,CUST00757,2026-05-15T14:35:43Z,,critical,product_question,in_progress,
TICK000321,CUST00301,2026-03-19T09:13:55Z,,medium,product_question,in_progress,
TICK000322,CUST00908,2026-04-09T04:16:22Z,,medium,refund_request,in_progress,
TICK000323,CUST00200,2026-03-01T17:37:10Z,,high,refund_request,in_progress,
TICK000324,CUST00361,2026-03-17T22:47:48Z,2026-03-19T06:47:48Z,high,technical_support,resolved,5
TICK000325,CUST00855,2026-05-20T19:36:09Z,2026-05-22T05:36:09Z,critical,account_issue,resolved,3
TICK000326,CUST00952,2026-02-16T05:59:00Z,2026-02-16T18:59:00Z,critical,account_issue,closed,2
TICK000327,CUST00397,2026-05-12T17:54:20Z,2026-05-14T00:54:20Z,critical,account_issue,closed,5
TICK000328,CUST00583,2026-01-29T07:18:15Z,2026-01-29T17:18:15Z,high,payment_issue,resolved,3
TICK000329,CUST00294,2026-03-31T10:19:19Z,,critical,delivery_delay,in_progress,
TICK000330,CUST00282,2026-01-02T18:05:24Z,2026-01-03T18:05:24Z,high,payment_issue,closed,3
TICK000331,CUST00309,2026-03-29T09:43:05Z,,medium,delivery_delay,open,
TICK000332,CUST00487,2026-05-07T21:09:52Z,2026-05-09T10:09:52Z,critical,product_question,resolved,2
TICK000333,CUST00094,2026-03-09T00:25:44Z,2026-03-10T12:25:44Z,critical,product_question,closed,5
TICK000334,CUST00494,2026-01-01T16:47:47Z,2026-01-04T12:47:47Z,medium,refund_request,closed,3
TICK000335,CUST00312,2026-03-15T13:11:13Z,,medium,delivery_delay,open,
TICK000336,CUST00023,2026-03-19T11:34:54Z,,high,technical_support,open,
TICK000337,CUST00263,2026-01-21T04:43:49Z,2026-01-21T23:43:49Z,high,technical_support,resolved,5
TICK000338,CUST00545,2026-04-23T21:23:25Z,,medium,account_issue,open,
TICK000339,CUST00061,2026-05-13T22:07:37Z,,critical,technical_support,in_progress,
TICK000340,CUST00943,2026-01-29T18:50:20Z,,low,technical_support,open,
TICK000341,CUST00932,2026-02-23T01:35:49Z,2026-02-24T04:35:49Z,critical,product_question,resolved,4
TICK000342,CUST00773,2026-03-01T06:37:48Z,,critical,product_question,open,
TICK000343,CUST00470,2026-04-25T12:15:40Z,,critical,delivery_delay,open,
TICK000344,CUST00920,2026-03-08T10:49:41Z,,low,account_issue,open,
TICK000345,CUST00214,2026-04-14T06:05:16Z,,low,payment_issue,in_progress,
TICK000346,CUST00431,2026-03-07T16:39:09Z,,critical,product_question,in_progress,
TICK000347,CUST00762,2026-04-12T21:28:24Z,2026-04-13T19:28:24Z,critical,refund_request,resolved,4
TICK000348,CUST00756,2026-04-02T21:11:26Z,,low,technical_support,open,
TICK000349,CUST00144,2026-04-27T20:52:29Z,2026-04-29T01:52:29Z,medium,refund_request,closed,5
TICK000350,CUST00881,2026-05-03T10:35:24Z,2026-05-04T08:35:24Z,low,technical_support,resolved,3
TICK000351,CUST00660,2026-01-23T21:18:01Z,,critical,technical_support,in_progress,
TICK000352,CUST00286,2026-05-14T18:24:11Z,,high,refund_request,in_progress,
TICK000353,CUST00231,2026-03-29T07:21:03Z,2026-03-30T09:21:03Z,critical,account_issue,resolved,1
TICK000354,CUST00657,2026-04-18T03:51:08Z,,low,delivery_delay,in_progress,
TICK000355,CUST00953,2026-01-30T06:23:34Z,2026-01-30T23:23:34Z,high,product_question,resolved,3
TICK000356,CUST00217,2026-05-02T12:13:59Z,2026-05-02T15:13:59Z,critical,technical_support,resolved,2
TICK000357,CUST00548,2026-05-09T05:05:16Z,,high,payment_issue,open,
TICK000358,CUST00880,2026-01-04T18:24:42Z,2026-01-06T02:24:42Z,medium,refund_request,closed,3
TICK000359,CUST00912,2026-01-04T19:55:49Z,2026-01-06T04:55:49Z,low,payment_issue,resolved,3
TICK000360,CUST00609,2026-02-01T08:13:18Z,,critical,technical_support,in_progress,
TICK000361,CUST00235,2026-04-21T01:21:12Z,2026-04-21T04:21:12Z,critical,payment_issue,resolved,3
TICK000362,CUST00980,2026-02-25T12:07:43Z,2026-02-27T09:07:43Z,critical,delivery_delay,resolved,4
TICK000363,CUST00787,2026-02-17T03:26:01Z,,low,account_issue,open,
TICK000364,CUST00158,2026-02-10T00:14:08Z,2026-02-10T13:14:08Z,critical,payment_issue,resolved,2
TICK000365,CUST00151,2026-03-06T14:13:35Z,,high,delivery_delay,in_progress,
TICK000366,CUST00662,2026-01-02T20:29:06Z,,low,account_issue,in_progress,
TICK000367,CUST00183,2026-02-13T15:58:41Z,,critical,refund_request,open,
TICK000368,CUST00662,2026-01-19T17:41:22Z,,critical,delivery_delay,in_progress,
TICK000369,CUST00222,2026-02-08T12:21:46Z,2026-02-11T22:21:46Z,low,delivery_delay,closed,3
TICK000370,CUST00118,2026-02-05T03:09:12Z,2026-02-06T16:09:12Z,low,delivery_delay,resolved,3
TICK000371,CUST00967,2026-04-29T12:21:42Z,2026-05-02T09:21:42Z,medium,product_question,resolved,5
TICK000372,CUST00150,2026-01-01T05:05:11Z,2026-01-04T03:05:11Z,low,payment_issue,closed,5
TICK000373,CUST00588,2026-01-12T13:37:17Z,2026-01-14T05:37:17Z,high,refund_request,closed,2
TICK000374,CUST00626,2026-04-29T19:33:09Z,,critical,delivery_delay,open,
TICK000375,CUST00147,2026-04-08T05:24:24Z,2026-04-09T07:24:24Z,high,technical_support,resolved,1
TICK000376,CUST00432,2026-01-17T09:40:11Z,2026-01-21T18:40:11Z,medium,delivery_delay,resolved,2
TICK000377,CUST00015,2026-01-18T09:56:02Z,2026-01-18T21:56:02Z,high,technical_support,resolved,5
TICK000378,CUST00015,2026-04-12T21:33:21Z,2026-04-13T17:33:21Z,high,refund_request,resolved,1
TICK000379,CUST00046,2026-02-08T13:41:22Z,2026-02-10T14:41:22Z,low,account_issue,resolved,1
TICK000380,CUST00541,2026-05-19T14:39:07Z,,medium,payment_issue,open,
TICK000381,CUST00086,2026-03-04T02:59:15Z,,high,delivery_delay,open,
TICK000382,CUST00600,2026-02-07T06:30:24Z,2026-02-07T14:30:24Z,high,delivery_delay,resolved,2
TICK000383,CUST00385,2026-01-15T10:46:05Z,,medium,delivery_delay,open,
TICK000384,CUST00004,2026-04-09T12:43:02Z,2026-04-10T21:43:02Z,critical,payment_issue,closed,2
TICK000385,CUST00400,2026-03-01T05:35:49Z,,high,account_issue,in_progress,
TICK000386,CUST00834,2026-04-12T14:14:51Z,,medium,refund_request,open,
TICK000387,CUST00240,2026-04-28T19:26:02Z,,high,product_question,in_progress,
TICK000388,CUST00874,2026-03-31T19:12:22Z,,medium,account_issue,in_progress,
TICK000389,CUST00863,2026-03-26T14:57:22Z,,high,payment_issue,open,
TICK000390,CUST00054,2026-03-12T13:31:57Z,2026-03-13T02:31:57Z,critical,refund_request,resolved,2
TICK000391,CUST00112,2026-03-02T18:58:36Z,2026-03-03T23:58:36Z,medium,refund_request,closed,5
TICK000392,CUST00589,2026-04-17T18:49:25Z,,critical,delivery_delay,open,
TICK000393,CUST00250,2026-02-25T08:36:25Z,,high,technical_support,in_progress,
TICK000394,CUST00468,2026-03-20T20:10:20Z,2026-03-22T03:10:20Z,high,account_issue,closed,1
TICK000395,CUST00280,2026-04-29T05:04:28Z,2026-04-30T00:04:28Z,high,product_question,closed,2
TICK000396,CUST00351,2026-02-12T22:28:25Z,2026-02-13T13:28:25Z,critical,technical_support,closed,4
TICK000397,CUST00794,2026-01-25T09:16:16Z,2026-01-26T20:16:16Z,low,account_issue,resolved,3
TICK000398,CUST00689,2026-01-01T20:02:18Z,,high,payment_issue,in_progress,
TICK000399,CUST00107,2026-03-16T22:10:59Z,2026-03-20T10:10:59Z,low,delivery_delay,closed,1
TICK000400,CUST00744,2026-02-13T19:39:19Z,2026-02-15T10:39:19Z,critical,payment_issue,closed,2
TICK000401,CUST00735,2026-04-26T07:29:34Z,,low,refund_request,in_progress,
TICK000402,CUST00108,2026-04-24T12:43:45Z,2026-04-26T00:43:45Z,low,delivery_delay,resolved,5
TICK000403,CUST00944,2026-05-08T14:12:35Z,,medium,payment_issue,in_progress,
TICK000404,CUST00557,2026-03-17T12:13:47Z,,medium,delivery_delay,in_progress,
TICK000405,CUST00360,2026-04-12T10:30:22Z,2026-04-13T07:30:22Z,high,technical_support,resolved,1
TICK000406,CUST00503,2026-04-28T15:34:49Z,,critical,product_question,open,
TICK000407,CUST00089,2026-05-02T09:11:19Z,2026-05-04T05:11:19Z,medium,product_question,resolved,4
TICK000408,CUST00594,2026-03-15T16:34:32Z,,medium,refund_request,in_progress,
TICK000409,CUST00388,2026-05-17T02:39:49Z,2026-05-17T13:39:49Z,critical,account_issue,closed,3
TICK000410,CUST00574,2026-03-09T06:10:05Z,,medium,refund_request,in_progress,
TICK000411,CUST00999,2026-03-13T20:39:54Z,,critical,account_issue,in_progress,
TICK000412,CUST00547,2026-02-14T15:58:36Z,,critical,payment_issue,open,
TICK000413,CUST00953,2026-03-12T23:33:00Z,,high,account_issue,open,
TICK000414,CUST00966,2026-03-17T14:04:31Z,,medium,product_question,in_progress,
TICK000415,CUST00824,2026-04-17T16:06:59Z,2026-04-18T17:06:59Z,high,delivery_delay,resolved,3
TICK000416,CUST00245,2026-02-02T21:37:21Z,2026-02-04T03:37:21Z,low,refund_request,resolved,1
TICK000417,CUST00596,2026-04-18T09:01:09Z,,critical,payment_issue,in_progress,
TICK000418,CUST00333,2026-05-12T10:20:55Z,,medium,delivery_delay,in_progress,
TICK000419,CUST00009,2026-05-11T14:19:13Z,2026-05-12T13:19:13Z,high,technical_support,resolved,1
TICK000420,CUST00032,2026-02-10T02:09:58Z,,medium,technical_support,in_progress,
TICK000421,CUST00729,2026-01-29T17:45:50Z,,critical,account_issue,in_progress,
TICK000422,CUST00726,2026-02-21T01:43:25Z,2026-02-21T22:43:25Z,critical,product_question,resolved,1
TICK000423,CUST00044,2026-01-26T05:34:38Z,2026-01-26T20:34:38Z,critical,technical_support,resolved,1
TICK000424,CUST00254,2026-05-16T21:49:22Z,,high,technical_support,open,
TICK000425,CUST00111,2026-05-12T12:21:13Z,2026-05-13T17:21:13Z,medium,refund_request,resolved,2
TICK000426,CUST00631,2026-04-28T15:50:02Z,2026-04-28T23:50:02Z,high,refund_request,closed,5
TICK000427,CUST00890,2026-04-09T19:08:40Z,,critical,refund_request,in_progress,
TICK000428,CUST00187,2026-03-03T07:12:09Z,2026-03-04T02:12:09Z,medium,technical_support,closed,1
TICK000429,CUST00092,2026-01-09T01:09:22Z,,critical,product_question,in_progress,
TICK000430,CUST00526,2026-01-17T10:48:12Z,2026-01-18T06:48:12Z,high,product_question,resolved,4
TICK000431,CUST00317,2026-01-29T23:39:40Z,2026-01-31T16:39:40Z,critical,technical_support,resolved,4
TICK000432,CUST00837,2026-03-25T17:19:15Z,2026-03-26T22:19:15Z,critical,refund_request,resolved,4
TICK000433,CUST00974,2026-04-06T20:42:51Z,2026-04-10T00:42:51Z,medium,product_question,closed,5
TICK000434,CUST00842,2026-04-24T21:51:35Z,,low,refund_request,open,
TICK000435,CUST00844,2026-02-10T13:26:20Z,2026-02-15T13:26:20Z,medium,refund_request,closed,5
TICK000436,CUST00481,2026-05-12T13:46:35Z,,critical,account_issue,in_progress,
TICK000437,CUST00204,2026-01-20T05:35:44Z,,high,technical_support,open,
TICK000438,CUST00072,2026-04-20T04:58:04Z,,low,technical_support,in_progress,
TICK000439,CUST00260,2026-04-21T12:30:02Z,2026-04-22T23:30:02Z,critical,refund_request,closed,3
TICK000440,CUST00923,2026-03-25T01:08:40Z,2026-03-26T15:08:40Z,high,delivery_delay,closed,2
TICK000441,CUST00747,2026-03-27T12:04:26Z,2026-03-29T12:04:26Z,medium,product_question,closed,3
TICK000442,CUST00981,2026-05-24T16:12:09Z,,critical,refund_request,open,
TICK000443,CUST00407,2026-05-03T21:47:04Z,2026-05-08T08:47:04Z,low,technical_support,resolved,4
TICK000444,CUST00114,2026-01-03T01:07:41Z,2026-01-04T01:07:41Z,high,refund_request,resolved,5
TICK000445,CUST00907,2026-01-23T21:50:41Z,2026-01-25T12:50:41Z,high,product_question,resolved,1
TICK000446,CUST00625,2026-01-12T20:38:33Z,2026-01-17T17:38:33Z,medium,product_question,closed,4
TICK000447,CUST00404,2026-05-15T21:59:14Z,,critical,account_issue,in_progress,
TICK000448,CUST00177,2026-04-22T12:20:07Z,2026-04-23T01:20:07Z,high,technical_support,resolved,5
TICK000449,CUST00239,2026-01-30T20:55:47Z,,critical,product_question,open,
TICK000450,CUST00996,2026-01-13T18:06:17Z,2026-01-15T02:06:17Z,medium,product_question,resolved,2
TICK000451,CUST00614,2026-04-13T08:37:27Z,2026-04-14T02:37:27Z,high,payment_issue,closed,1
TICK000452,CUST00831,2026-03-16T11:18:21Z,2026-03-16T17:18:21Z,medium,product_question,closed,3
TICK000453,CUST00733,2026-04-27T17:22:27Z,,high,refund_request,in_progress,
TICK000454,CUST00333,2026-05-06T04:19:07Z,,low,refund_request,open,
TICK000455,CUST00440,2026-02-04T14:28:54Z,,high,account_issue,open,
TICK000456,CUST00795,2026-04-21T10:58:15Z,,medium,delivery_delay,open,
TICK000457,CUST00810,2026-04-06T05:36:25Z,2026-04-07T02:36:25Z,critical,refund_request,closed,3
TICK000458,CUST00146,2026-01-06T07:55:33Z,,high,account_issue,in_progress,
TICK000459,CUST00257,2026-04-12T02:50:30Z,2026-04-14T11:50:30Z,low,refund_request,resolved,3
TICK000460,CUST00899,2026-02-14T11:06:41Z,,low,account_issue,in_progress,
TICK000461,CUST00225,2026-01-10T02:48:09Z,2026-01-10T17:48:09Z,low,refund_request,resolved,3
TICK000462,CUST00701,2026-04-12T13:59:35Z,2026-04-13T07:59:35Z,medium,refund_request,resolved,4
TICK000463,CUST00803,2026-01-25T21:34:43Z,,high,product_question,in_progress,
TICK000464,CUST00475,2026-01-03T21:53:57Z,,low,delivery_delay,open,
TICK000465,CUST00678,2026-02-10T01:18:50Z,2026-02-11T12:18:50Z,high,product_question,resolved,5
TICK000466,CUST00629,2026-03-25T07:17:56Z,2026-03-25T08:17:56Z,low,product_question,resolved,3
TICK000467,CUST00373,2026-04-21T01:24:42Z,,high,refund_request,open,
TICK000468,CUST00977,2026-02-09T08:09:38Z,2026-02-09T13:09:38Z,high,delivery_delay,resolved,2
TICK000469,CUST00339,2026-03-07T00:56:37Z,2026-03-07T09:56:37Z,high,refund_request,closed,2
TICK000470,CUST00411,2026-04-24T22:41:25Z,2026-04-25T22:41:25Z,medium,technical_support,closed,1
TICK000471,CUST00690,2026-03-14T21:34:33Z,2026-03-16T06:34:33Z,high,refund_request,closed,5
TICK000472,CUST00385,2026-03-26T00:18:07Z,,medium,product_question,open,
TICK000473,CUST00490,2026-03-23T11:36:16Z,,critical,delivery_delay,in_progress,
TICK000474,CUST00035,2026-01-31T12:52:18Z,2026-02-04T06:52:18Z,medium,product_question,closed,4
TICK000475,CUST00552,2026-01-30T23:54:39Z,,medium,delivery_delay,in_progress,
TICK000476,CUST00814,2026-03-04T13:58:37Z,,high,payment_issue,open,
TICK000477,CUST00904,2026-02-16T10:39:58Z,2026-02-16T19:39:58Z,high,product_question,resolved,2
TICK000478,CUST00526,2026-01-09T01:14:19Z,,low,payment_issue,in_progress,
TICK000479,CUST00876,2026-04-27T17:10:55Z,,high,technical_support,open,
TICK000480,CUST00005,2026-02-06T20:05:51Z,2026-02-08T13:05:51Z,low,technical_support,closed,3
TICK000481,CUST00676,2026-01-01T19:48:07Z,,critical,delivery_delay,in_progress,
TICK000482,CUST00127,2026-01-20T04:07:45Z,,critical,technical_support,in_progress,
TICK000483,CUST00371,2026-02-20T13:48:42Z,,critical,account_issue,open,
TICK000484,CUST00953,2026-04-30T12:15:21Z,2026-05-02T20:15:21Z,medium,delivery_delay,closed,5
TICK000485,CUST00188,2026-01-05T16:05:41Z,,low,payment_issue,open,
TICK000486,CUST00549,2026-04-07T22:19:45Z,2026-04-10T10:19:45Z,medium,technical_support,resolved,1
TICK000487,CUST00184,2026-02-03T05:02:38Z,,low,account_issue,open,
TICK000488,CUST00317,2026-04-29T01:36:25Z,,low,product_question,in_progress,
TICK000489,CUST00878,2026-02-13T14:06:39Z,2026-02-15T10:06:39Z,high,payment_issue,closed,4
TICK000490,CUST00906,2026-04-12T08:52:57Z,,medium,product_question,in_progress,
TICK000491,CUST00768,2026-04-12T09:28:32Z,,low,product_question,open,
TICK000492,CUST00647,2026-01-22T07:46:16Z,2026-01-23T01:46:16Z,low,technical_support,closed,1
TICK000493,CUST00434,2026-01-18T17:12:52Z,2026-01-22T02:12:52Z,low,product_question,resolved,3
TICK000494,CUST00338,2026-02-10T02:08:36Z,2026-02-14T18:08:36Z,low,account_issue,resolved,5
TICK000495,CUST00224,2026-01-13T15:37:12Z,2026-01-15T21:37:12Z,low,product_question,resolved,3
TICK000496,CUST00904,2026-01-22T11:47:36Z,,low,product_question,open,
TICK000497,CUST00825,2026-03-17T14:25:20Z,,critical,refund_request,open,
TICK000498,CUST00059,2026-01-01T03:54:07Z,2026-01-02T18:54:07Z,medium,product_question,closed,2
TICK000499,CUST00176,2026-02-24T23:38:02Z,,critical,product_question,open,
TICK000500,CUST00002,2026-05-24T23:07:49Z,,critical,payment_issue,open,
TICK000501,CUST00759,2026-01-14T03:49:24Z,2026-01-15T16:49:24Z,high,product_question,resolved,5
TICK000502,CUST00784,2026-03-26T10:29:36Z,2026-03-27T16:29:36Z,high,delivery_delay,closed,1
TICK000503,CUST00384,2026-02-23T22:01:52Z,,medium,technical_support,in_progress,
TICK000504,CUST00831,2026-04-15T01:26:18Z,2026-04-18T12:26:18Z,medium,account_issue,closed,2
TICK000505,CUST00599,2026-01-19T18:38:57Z,,high,payment_issue,in_progress,
TICK000506,CUST00013,2026-01-14T16:33:02Z,,critical,refund_request,in_progress,
TICK000507,CUST00136,2026-03-11T04:31:52Z,2026-03-12T16:31:52Z,critical,delivery_delay,closed,2
TICK000508,CUST00385,2026-02-07T01:12:37Z,,medium,payment_issue,in_progress,
TICK000509,CUST00894,2026-01-21T23:19:04Z,2026-01-23T20:19:04Z,critical,product_question,resolved,2
TICK000510,CUST00377,2026-02-07T13:26:08Z,,medium,delivery_delay,in_progress,
TICK000511,CUST00266,2026-01-24T12:43:55Z,2026-01-25T01:43:55Z,high,refund_request,closed,4
TICK000512,CUST00660,2026-02-23T03:00:35Z,2026-02-23T09:00:35Z,critical,refund_request,closed,1
TICK000513,CUST00550,2026-05-24T03:53:26Z,,medium,refund_request,open,
TICK000514,CUST00748,2026-03-27T11:20:04Z,,medium,technical_support,in_progress,
TICK000515,CUST00498,2026-02-26T23:25:46Z,,high,refund_request,in_progress,
TICK000516,CUST00905,2026-05-19T18:11:38Z,2026-05-22T03:11:38Z,low,product_question,resolved,4
TICK000517,CUST00117,2026-03-30T02:20:05Z,2026-03-30T21:20:05Z,critical,product_question,resolved,2
TICK000518,CUST00688,2026-04-14T22:35:28Z,2026-04-16T17:35:28Z,high,delivery_delay,closed,3
TICK000519,CUST00809,2026-04-05T11:38:13Z,2026-04-05T19:38:13Z,high,technical_support,closed,2
TICK000520,CUST00872,2026-03-02T03:24:45Z,2026-03-06T23:24:45Z,medium,refund_request,resolved,3
TICK000521,CUST00602,2026-02-01T10:34:56Z,,low,refund_request,open,
TICK000522,CUST00525,2026-02-10T18:40:12Z,2026-02-12T13:40:12Z,high,delivery_delay,closed,2
TICK000523,CUST00151,2026-01-15T21:25:25Z,2026-01-18T17:25:25Z,low,payment_issue,closed,1
TICK000524,CUST00778,2026-03-29T05:11:36Z,2026-03-30T00:11:36Z,high,refund_request,resolved,2
TICK000525,CUST00678,2026-01-13T05:59:31Z,,high,refund_request,in_progress,
TICK000526,CUST00958,2026-03-06T13:32:26Z,2026-03-08T10:32:26Z,medium,payment_issue,resolved,3
TICK000527,CUST00015,2026-04-21T23:50:56Z,,critical,refund_request,in_progress,
TICK000528,CUST00934,2026-03-05T02:42:16Z,,critical,delivery_delay,open,
TICK000529,CUST00179,2026-02-07T10:24:05Z,2026-02-08T13:24:05Z,critical,account_issue,closed,3
TICK000530,CUST00641,2026-03-22T07:00:39Z,,critical,refund_request,open,
TICK000531,CUST00157,2026-04-25T03:13:24Z,2026-04-29T22:13:24Z,low,refund_request,resolved,3
TICK000532,CUST00521,2026-03-09T21:39:16Z,,critical,payment_issue,in_progress,
TICK000533,CUST00389,2026-04-03T17:00:54Z,,medium,refund_request,open,
TICK000534,CUST00776,2026-04-22T22:14:16Z,,high,payment_issue,open,
TICK000535,CUST00938,2026-01-30T04:45:25Z,2026-02-01T04:45:25Z,high,technical_support,resolved,3
TICK000536,CUST00400,2026-04-23T07:12:01Z,,critical,payment_issue,open,
TICK000537,CUST00766,2026-05-21T23:32:09Z,2026-05-23T16:32:09Z,high,payment_issue,closed,5
TICK000538,CUST00802,2026-04-22T20:28:33Z,,low,technical_support,in_progress,
TICK000539,CUST00378,2026-04-29T04:45:34Z,,low,account_issue,open,
TICK000540,CUST00899,2026-02-04T05:34:55Z,2026-02-08T14:34:55Z,low,payment_issue,closed,1
TICK000541,CUST00765,2026-02-23T15:05:36Z,2026-02-25T09:05:36Z,medium,delivery_delay,closed,2
TICK000542,CUST00582,2026-03-12T07:49:19Z,2026-03-16T01:49:19Z,low,technical_support,resolved,4
TICK000543,CUST00514,2026-05-06T21:33:04Z,2026-05-07T14:33:04Z,medium,technical_support,resolved,4
TICK000544,CUST00753,2026-03-22T16:59:48Z,2026-03-24T02:59:48Z,high,delivery_delay,resolved,4
TICK000545,CUST00465,2026-02-11T14:47:10Z,2026-02-12T07:47:10Z,critical,product_question,resolved,1
TICK000546,CUST00882,2026-05-12T21:01:22Z,,medium,technical_support,in_progress,
TICK000547,CUST00751,2026-01-07T00:21:27Z,2026-01-08T02:21:27Z,high,product_question,resolved,3
TICK000548,CUST00095,2026-02-07T15:08:37Z,,medium,technical_support,open,
TICK000549,CUST00606,2026-04-24T14:06:33Z,,low,payment_issue,in_progress,
TICK000550,CUST00667,2026-04-15T13:39:05Z,,high,payment_issue,in_progress,
TICK000551,CUST00091,2026-01-09T03:23:40Z,,low,payment_issue,in_progress,
TICK000552,CUST00621,2026-01-18T10:15:08Z,,high,product_question,in_progress,
TICK000553,CUST00839,2026-03-05T12:01:25Z,,low,refund_request,open,
TICK000554,CUST00096,2026-03-13T23:14:43Z,,low,delivery_delay,in_progress,
TICK000555,CUST00440,2026-01-24T14:21:49Z,,high,product_question,open,
TICK000556,CUST00940,2026-04-26T08:03:38Z,2026-04-28T08:03:38Z,low,refund_request,resolved,1
TICK000557,CUST00498,2026-04-01T17:52:50Z,2026-04-04T23:52:50Z,low,payment_issue,resolved,4
TICK000558,CUST00254,2026-05-02T07:18:53Z,,low,delivery_delay,in_progress,
TICK000559,CUST00749,2026-01-10T04:15:53Z,,low,account_issue,in_progress,
TICK000560,CUST00769,2026-05-12T05:05:53Z,,critical,product_question,in_progress,
TICK000561,CUST00285,2026-05-04T16:23:01Z,,low,technical_support,open,
TICK000562,CUST00394,2026-02-14T00:53:42Z,,high,product_question,open,
TICK000563,CUST00967,2026-04-05T16:26:57Z,2026-04-06T06:26:57Z,high,product_question,resolved,2
TICK000564,CUST00228,2026-05-04T22:51:14Z,,medium,technical_support,in_progress,
TICK000565,CUST00439,2026-04-06T10:01:33Z,2026-04-08T18:01:33Z,low,payment_issue,resolved,4
TICK000566,CUST00372,2026-05-21T17:27:49Z,,critical,delivery_delay,open,
TICK000567,CUST00288,2026-04-28T11:08:51Z,,medium,product_question,in_progress,
TICK000568,CUST00214,2026-03-17T15:41:36Z,,medium,account_issue,in_progress,
TICK000569,CUST00291,2026-03-09T06:48:38Z,2026-03-13T16:48:38Z,low,payment_issue,closed,5
TICK000570,CUST00120,2026-01-03T21:12:07Z,,high,product_question,in_progress,
TICK000571,CUST00323,2026-04-27T05:47:19Z,,critical,account_issue,in_progress,
TICK000572,CUST00981,2026-05-18T19:38:38Z,,medium,payment_issue,in_progress,
TICK000573,CUST00052,2026-04-19T01:37:57Z,2026-04-21T19:37:57Z,low,account_issue,closed,2
TICK000574,CUST00615,2026-03-06T19:01:17Z,2026-03-08T18:01:17Z,high,delivery_delay,closed,2
TICK000575,CUST00574,2026-01-16T23:16:01Z,2026-01-18T05:16:01Z,low,refund_request,closed,2
TICK000576,CUST00286,2026-01-02T15:33:00Z,,medium,delivery_delay,in_progress,
TICK000577,CUST00512,2026-04-03T09:14:38Z,2026-04-08T04:14:38Z,medium,account_issue,resolved,2
TICK000578,CUST00755,2026-01-02T06:49:23Z,2026-01-05T04:49:23Z,medium,delivery_delay,closed,5
TICK000579,CUST00688,2026-03-26T22:51:33Z,,medium,account_issue,in_progress,
TICK000580,CUST00479,2026-03-30T22:36:30Z,2026-04-01T21:36:30Z,critical,product_question,resolved,2
TICK000581,CUST00714,2026-02-16T16:05:01Z,,high,technical_support,open,
TICK000582,CUST00413,2026-03-07T03:59:18Z,2026-03-07T22:59:18Z,critical,product_question,closed,3
